id	title	description	link	image_link	additional_image_link	condition	availability	price	brand	identifier_exists	item_group_id	google_product_category	shipping
162e5b19-f941-4c89-b329-864b7d9efce8_legacy_m	Sweet Harmony Blue — Classic bouquet	A classic bouquet made with fresh roses, soft filler flowers, and seasonal greenery for a clean and elegant look. Wrapped with premium paper and finished with a ribbon, it’s a timeless choice for birthdays, anniversaries, congratulations, or simply to show you care. — Fresh roses  Filler flowers (seasonal, e.g., baby’s breath)  Greenery (seasonal foliage)  Wrapping paper + ribbon Price includes VAT.	https://lannabloom.shop/en/catalog/sweet-harmony-blue1	https://cdn.sanity.io/images/moaf1lxq/production/a95d7b79d45e57adf90faac6b5200293a93003d5-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/c5c1f7f0a75d8e1494adb36f86d5074bbda46638-761x1021.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/f643a3d521ff92283b4d6e1c2271c0541966dd6b-1024x1536.png?w=600	new	in_stock	780.00 THB	Lanna Bloom	no	sweet-harmony-blue1	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
e5f22d11-a1b4-4439-b364-dab6d44f1b8e_legacy_m	Sweet Harmony Blue — Classic bouquet	A classic bouquet made with fresh roses, soft filler flowers, and seasonal greenery for a clean and elegant look. Wrapped with premium paper and finished with a ribbon, it’s a timeless choice for birthdays, anniversaries, congratulations, or simply to show you care. — Fresh roses  Filler flowers (seasonal, e.g., baby’s breath)  Greenery (seasonal foliage)  Wrapping paper + ribbon Price includes VAT.	https://lannabloom.shop/en/catalog/sweet-harmony-blue2	https://cdn.sanity.io/images/moaf1lxq/production/c49d810b3a97b569cf427a41034b1063e0baf2a7-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/0fff4d0ef9d64916580bcff2147cf989b537a937-1024x1536.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/d2946612ef311b5a62f348cec69fd05c3398fe5e-1024x1536.png?w=600	new	in_stock	780.00 THB	Lanna Bloom	no	sweet-harmony-blue2	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
a004ffe0-dd67-4654-9e44-f7c2d6c3ab4f_legacy_m	Sweet Harmony Pink — Classic bouquet	A classic bouquet made with fresh roses, soft filler flowers, and seasonal greenery for a clean and elegant look. Wrapped with premium paper and finished with a ribbon, it’s a timeless choice for birthdays, anniversaries, congratulations, or simply to show you care. — Fresh roses  Filler flowers (seasonal, e.g., baby’s breath)  Greenery (seasonal foliage)  Wrapping paper + ribbon Price includes VAT.	https://lannabloom.shop/en/catalog/sweet-harmony-pink	https://cdn.sanity.io/images/moaf1lxq/production/4800ca8afd2ee2462b367fa1e1fcbf3e56155a8c-1488x1994.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/7827bd27b4a5988e824a687f7e976914ccdd8072-1488x1994.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/f89989688c119ab442ebe95ee62f33211023c506-1488x1994.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/f380633f164c99bb34e56bea89d1d9804f9d7a03-1488x1994.png?w=600	new	in_stock	780.00 THB	Lanna Bloom	no	sweet-harmony-pink	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
a8d6a0bd-1a61-47e8-b301-d21f0bfb40e8_legacy_m	Sweet Mix Bouquet — M size	A vibrant mixed bouquet made with fresh featured flowers, supporting blooms, and seasonal greenery for a full, balanced look. Wrapped with quality paper and finished with a ribbon. Perfect for birthdays, congratulations, anniversaries, or any moment you want to make special. — Featured flowers (may include roses / gerbera / seasonal blooms)  Supporting flowers (small blooms / filler)  Greenery / foliage (seasonal)  Wrapping + ribbon Price includes VAT.	https://lannabloom.shop/en/catalog/sweet-mix-bouquet	https://cdn.sanity.io/images/moaf1lxq/production/62d975744ac198977175ab3625480b5666d76253-1024x1536.webp?w=600	https://cdn.sanity.io/images/moaf1lxq/production/14f31b500ec06261b3797142a0f50df36e35986f-1488x1994.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/50fc4e5583a8d989bf4b86d047da738f57be526d-1488x1994.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/8b7211ca82f74fc4301ff9722ae21ff5c01fe497-1488x1994.png?w=600	new	in_stock	1299.00 THB	Lanna Bloom	no	sweet-mix-bouquet	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
8791f1ee-26aa-4590-877a-b98b1ec4484e_legacy_l	Sweet Rose Bloom — L size	A romantic bouquet featuring fresh roses paired with delicate baby’s breath and seasonal greenery for a soft, elegant look. Wrapped with premium paper and finished with a ribbon — perfect for birthdays, anniversaries, congratulations, or a sweet “I miss you.” — Fresh roses  Baby’s breath (Gypsophila)  Greenery / foliage (seasonal)  Wrapping + ribbon Price includes VAT.	https://lannabloom.shop/en/catalog/sweet-rose-bloom	https://cdn.sanity.io/images/moaf1lxq/production/512947bb32cf001d29e517167e6fa260ac0379f3-1488x1994.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/6ee7b0e0de5bb12c040dffa9a58c951db7a3d5bf-1488x1994.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/6a1b56b7cd9966fe72d7d9a1b6854304d80c32bb-1488x1994.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/5f31dafd36d9856e76a09b6b37b978822c3e28c2-1488x1994.png?w=600	new	in_stock	1430.00 THB	Lanna Bloom	no	sweet-rose-bloom	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
444b07b7-c0b7-4a4b-85ea-61e8dda38373_legacy_l	Universal Flower Bouquet Red — L+ Size	A clean, elegant mono bouquet featuring one main flower type, styled with light seasonal greenery for a refined look. Wrapped with premium paper and finished with a ribbon — perfect for any occasion. — Main flower (single type)  Greenery / foliage (seasonal)  Wrapping + ribbon Price includes VAT.	https://lannabloom.shop/en/catalog/universal-flower-bouquet-red	https://cdn.sanity.io/images/moaf1lxq/production/5e610df9d11eb4110f160a9926be2ebb04ab1c3a-1488x1994.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/6d27a9fa1d1345de518c34c069265649c6fd2386-1488x1994.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/cd6a5c77aa8bf8c91dd44c59deab258472070df9-1488x1994.png?w=600	new	in_stock	2599.00 THB	Lanna Bloom	no	universal-flower-bouquet-red	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
9f5c1c9b-2d10-40bd-b03c-4736d4c3a26e_legacy_l	Universal Flower Bouquet White — L+ Size	A clean, elegant mono bouquet featuring one main flower type, styled with light seasonal greenery for a refined look. Wrapped with premium paper and finished with a ribbon — perfect for any occasion. — White Roses,  Greenery / foliage (seasonal)  Wrapping + ribbon Price includes VAT.	https://lannabloom.shop/en/catalog/universal-flower-bouquet-white	https://cdn.sanity.io/images/moaf1lxq/production/acd151139635590f7b885eb10872e594b33d8347-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/f39aa95187620591360222a848a0f01e365c8119-1024x1536.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/0e4c470b325ccc21470598708e26797779d76cfb-1108x1477.jpg?w=600,https://cdn.sanity.io/images/moaf1lxq/production/03ac6a047c4cf88b2f84f1f4100672c4f720a89f-1108x1477.jpg?w=600,https://cdn.sanity.io/images/moaf1lxq/production/cd28c86196f13f1da5050f3c0ab09604c6a60000-1488x1994.png?w=600	new	in_stock	2599.00 THB	Lanna Bloom	no	universal-flower-bouquet-white	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
9a4a7f6d-3979-4274-b673-cb6c5eca0fee_legacy_xl	Velvet Rose — Classic	A bold and romantic rose bouquet arranged in a rounded hand-tied style. Rich, full, and beautifully textured with delicate baby’s breath and signature greenery. Perfect for anniversaries, birthdays, celebrations, or a grand romantic gesture—classic, elegant, and unforgettable. — Roses (red + optional mixed tones), baby’s breath (gypsophila), dusty miller / seasonal foliage, eucalyptus / mixed greenery. Price includes VAT.	https://lannabloom.shop/en/catalog/velvet-rose	https://cdn.sanity.io/images/moaf1lxq/production/fe9aa640d5bf3982c634e847ad2bb4cf9d4b711f-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/e472c4f89900cd6e5286638103b8032eccb18e8f-1024x1536.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/30742c47afc32b5ece3cbd324ac1696b1c7c21e7-1536x1024.png?w=600	new	in_stock	2980.00 THB	Lanna Bloom	no	velvet-rose	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
61af03af-aa34-47e0-be83-a35890f3325c_legacy_xl	Velvet Rose Bouquet — Classic	A bold and romantic rose bouquet arranged in a rounded hand-tied style. Rich, full, and beautifully textured with delicate baby’s breath and signature greenery. Perfect for anniversaries, birthdays, celebrations, or a grand romantic gesture—classic, elegant, and unforgettable. — Roses (red + optional mixed tones), baby’s breath (gypsophila), dusty miller / seasonal foliage, eucalyptus / mixed greenery. Price includes VAT.	https://lannabloom.shop/en/catalog/velvet-rose-bouquet	https://cdn.sanity.io/images/moaf1lxq/production/e6860a31f7a945e230091be646c7e33482d964cf-1488x1994.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/ba91ebdc342a62b83ce578c17958fab6c3e01e77-880x1184.jpg?w=600	new	in_stock	2980.00 THB	Lanna Bloom	no	velvet-rose-bouquet	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
bf508636-be94-4a24-bd80-35dfcb4cd179_legacy_m	White Rose Cloud Bouquet  — M +	A big, premium bouquet featuring fresh roses, delicate baby’s breath, and seasonal greenery for a full, elegant look. Wrapped with quality paper and finished with a ribbon — a perfect choice for big celebrations, anniversaries, birthdays, or heartfelt congratulations. — Fresh roses  Baby’s breath (Gypsophila)  Greenery / foliage (seasonal)  Premium wrapping + ribbon Price includes VAT.	https://lannabloom.shop/en/catalog/white-rose-cloud-bouquet	https://cdn.sanity.io/images/moaf1lxq/production/eeae0bace03db38956bea192b8dea61f237a3d61-1488x1994.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/26200b5c2e67da6efdce226dc639c9470ab37c66-1488x1994.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/96539e2395e6250a3acb454fd2c3c11c24e1a57d-1488x1994.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/2d069df11ba13069c5323de87790d6a971421aee-1488x1994.png?w=600	new	in_stock	1560.00 THB	Lanna Bloom	no	white-rose-cloud-bouquet	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
64af8c59-1026-47cc-99c1-f91eaa8b4db1_legacy_s	White Roses Bouquet — 9 White Roses	A delicate mono bouquet of  fresh white roses, symbolizing purity and elegance. Beautifully arranged and wrapped in premium paper. Perfect for birthdays, congratulations, or a gentle romantic gesture. — White roses, Wrapping paper Price includes VAT.	https://lannabloom.shop/en/catalog/white-roses	https://cdn.sanity.io/images/moaf1lxq/production/8d1a608344317641f7e1099be7524cb3c0bf5244-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/f8eceb4e47e46f108a28d043119b166e82379af5-1024x1536.png?w=600	new	in_stock	1190.00 THB	Lanna Bloom	no	white-roses	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
64af8c59-1026-47cc-99c1-f91eaa8b4db1_legacy_m	White Roses Bouquet — 15 White Roses	A delicate mono bouquet of  fresh white roses, symbolizing purity and elegance. Beautifully arranged and wrapped in premium paper. Perfect for birthdays, congratulations, or a gentle romantic gesture. — White roses, Wrapping paper Price includes VAT.	https://lannabloom.shop/en/catalog/white-roses	https://cdn.sanity.io/images/moaf1lxq/production/8d1a608344317641f7e1099be7524cb3c0bf5244-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/f8eceb4e47e46f108a28d043119b166e82379af5-1024x1536.png?w=600	new	in_stock	1890.00 THB	Lanna Bloom	no	white-roses	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
64af8c59-1026-47cc-99c1-f91eaa8b4db1_legacy_l	White Roses Bouquet — White Roses	A delicate mono bouquet of  fresh white roses, symbolizing purity and elegance. Beautifully arranged and wrapped in premium paper. Perfect for birthdays, congratulations, or a gentle romantic gesture. — White roses, Wrapping paper Price includes VAT.	https://lannabloom.shop/en/catalog/white-roses	https://cdn.sanity.io/images/moaf1lxq/production/8d1a608344317641f7e1099be7524cb3c0bf5244-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/f8eceb4e47e46f108a28d043119b166e82379af5-1024x1536.png?w=600	new	in_stock	2590.00 THB	Lanna Bloom	no	white-roses	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
64af8c59-1026-47cc-99c1-f91eaa8b4db1_legacy_xl	White Roses Bouquet — 35 White Roses	A delicate mono bouquet of  fresh white roses, symbolizing purity and elegance. Beautifully arranged and wrapped in premium paper. Perfect for birthdays, congratulations, or a gentle romantic gesture. — White roses, Wrapping paper Price includes VAT.	https://lannabloom.shop/en/catalog/white-roses	https://cdn.sanity.io/images/moaf1lxq/production/8d1a608344317641f7e1099be7524cb3c0bf5244-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/f8eceb4e47e46f108a28d043119b166e82379af5-1024x1536.png?w=600	new	in_stock	3790.00 THB	Lanna Bloom	no	white-roses	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
54c970b8-99cb-46f2-81cb-4f7fa829c775_legacy_m	White Rustic Rose Bouquet — Lovely gift	A rustic-style bouquet featuring fresh roses, abundant greenery, and delicate filler flowers for a natural, garden-inspired look. Wrapped in textured paper for a warm, handmade feel and finished with a ribbon. A perfect choice for romantic moments, birthdays, anniversaries, or meaningful congratulations. — Fresh roses  Greenery / foliage (seasonal)  Filler flowers (seasonal, small blooms)  Rustic wrapping (textured paper) + ribbon Price includes VAT.	https://lannabloom.shop/en/catalog/white-rustic-rose-bouquet	https://cdn.sanity.io/images/moaf1lxq/production/f293851c98abd8094827fc826a4e99e1bb785bc9-1488x1994.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/8a632f359a6f707d9d3707ef353fd460317db8b2-1488x1994.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/2edcb39e676f98173b1447763b9fc6b3215658da-1488x1994.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/14828fa8d0155a20e0d85132e3698632247fd5e0-1488x1994.png?w=600	new	in_stock	1190.00 THB	Lanna Bloom	no	white-rustic-rose-bouquet	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
98bd0348-8ca8-407b-8a04-38e75fa13dcd_legacy_s	Yellow Lilies Bouquets  — 5 Stems	A bright and cheerful bouquet of yellow lilies, symbolizing happiness and positivity. Fresh, vibrant, and elegantly arranged. Perfect for celebrations, thank-you gifts, or sending warm wishes. — Yellow Lilies, Brown Sugar Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/yellow-lilies	https://cdn.sanity.io/images/moaf1lxq/production/3abbddd39a0faf3e538658db3c05e58910442fc7-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/24929e6609fc04f646af1b7bce94b594ced758f2-1024x1536.png?w=600	new	in_stock	1390.00 THB	Lanna Bloom	no	yellow-lilies	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
98bd0348-8ca8-407b-8a04-38e75fa13dcd_legacy_m	Yellow Lilies Bouquets  — 7 Stems	A bright and cheerful bouquet of yellow lilies, symbolizing happiness and positivity. Fresh, vibrant, and elegantly arranged. Perfect for celebrations, thank-you gifts, or sending warm wishes. — Yellow Lilies, Brown Sugar Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/yellow-lilies	https://cdn.sanity.io/images/moaf1lxq/production/3abbddd39a0faf3e538658db3c05e58910442fc7-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/24929e6609fc04f646af1b7bce94b594ced758f2-1024x1536.png?w=600	new	in_stock	1990.00 THB	Lanna Bloom	no	yellow-lilies	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
98bd0348-8ca8-407b-8a04-38e75fa13dcd_legacy_l	Yellow Lilies Bouquets  — 10 Stems	A bright and cheerful bouquet of yellow lilies, symbolizing happiness and positivity. Fresh, vibrant, and elegantly arranged. Perfect for celebrations, thank-you gifts, or sending warm wishes. — Yellow Lilies, Brown Sugar Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/yellow-lilies	https://cdn.sanity.io/images/moaf1lxq/production/3abbddd39a0faf3e538658db3c05e58910442fc7-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/24929e6609fc04f646af1b7bce94b594ced758f2-1024x1536.png?w=600	new	in_stock	2790.00 THB	Lanna Bloom	no	yellow-lilies	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
98bd0348-8ca8-407b-8a04-38e75fa13dcd_legacy_xl	Yellow Lilies Bouquets  — 15 Stems	A bright and cheerful bouquet of yellow lilies, symbolizing happiness and positivity. Fresh, vibrant, and elegantly arranged. Perfect for celebrations, thank-you gifts, or sending warm wishes. — Yellow Lilies, Brown Sugar Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/yellow-lilies	https://cdn.sanity.io/images/moaf1lxq/production/3abbddd39a0faf3e538658db3c05e58910442fc7-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/24929e6609fc04f646af1b7bce94b594ced758f2-1024x1536.png?w=600	new	in_stock	3990.00 THB	Lanna Bloom	no	yellow-lilies	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
27fe5139-4bd3-451b-8a3e-ea10ebc1b6ec_legacy_s	🌷 Tulip Bouquet — 9 Tulips	A fresh and elegant bouquet of tulips, symbolizing perfect love and new beginnings. Ideal for birthdays, small celebrations, or a thoughtful surprise. — Tulips, Brown Sugar Color Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/pink-tulips	https://cdn.sanity.io/images/moaf1lxq/production/0093d3bd19a788a302e9cc5278252cf9cea2a97b-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/456ff06fa6dd38c1d80d0633e08e8e53096d978c-1024x1536.png?w=600	new	in_stock	1290.00 THB	Lanna Bloom	no	pink-tulips	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
27fe5139-4bd3-451b-8a3e-ea10ebc1b6ec_legacy_m	🌷 Tulip Bouquet — 15 Tulips	A fresh and elegant bouquet of tulips, symbolizing perfect love and new beginnings. Ideal for birthdays, small celebrations, or a thoughtful surprise. — Tulips, Brown Sugar Color Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/pink-tulips	https://cdn.sanity.io/images/moaf1lxq/production/0093d3bd19a788a302e9cc5278252cf9cea2a97b-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/456ff06fa6dd38c1d80d0633e08e8e53096d978c-1024x1536.png?w=600	new	in_stock	1890.00 THB	Lanna Bloom	no	pink-tulips	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
27fe5139-4bd3-451b-8a3e-ea10ebc1b6ec_legacy_l	🌷 Tulip Bouquet — 21 Tulips	A fresh and elegant bouquet of tulips, symbolizing perfect love and new beginnings. Ideal for birthdays, small celebrations, or a thoughtful surprise. — Tulips, Brown Sugar Color Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/pink-tulips	https://cdn.sanity.io/images/moaf1lxq/production/0093d3bd19a788a302e9cc5278252cf9cea2a97b-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/456ff06fa6dd38c1d80d0633e08e8e53096d978c-1024x1536.png?w=600	new	in_stock	2690.00 THB	Lanna Bloom	no	pink-tulips	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
27fe5139-4bd3-451b-8a3e-ea10ebc1b6ec_legacy_xl	🌷 Tulip Bouquet — 35 Tulips	A fresh and elegant bouquet of tulips, symbolizing perfect love and new beginnings. Ideal for birthdays, small celebrations, or a thoughtful surprise. — Tulips, Brown Sugar Color Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/pink-tulips	https://cdn.sanity.io/images/moaf1lxq/production/0093d3bd19a788a302e9cc5278252cf9cea2a97b-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/456ff06fa6dd38c1d80d0633e08e8e53096d978c-1024x1536.png?w=600	new	in_stock	3990.00 THB	Lanna Bloom	no	pink-tulips	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
a4492005-b815-4fbe-aad7-763ad80e05fa_legacy_m	🌸 Soft Romance Mix — Romance Mix	A soft and romantic mixed bouquet in gentle pink and white tones. Perfect for anniversaries, birthdays, or expressing warm feelings. Elegant, light, and timeless. — Pink roses  White lisianthus  Light pink carnations  Baby’s breath  Eucalyptus greenery Price includes VAT.	https://lannabloom.shop/en/catalog/mixed-soft-romance	https://cdn.sanity.io/images/moaf1lxq/production/0351186a092e21d2541d102724adcba111c9c7b0-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/0e8f69d5203a009b70cbacb3529454378119c2a2-1024x1536.png?w=600,https://cdn.sanity.io/images/moaf1lxq/production/1146084857a4ae70a142a93889343066c21d13da-1108x1477.jpg?w=600,https://cdn.sanity.io/images/moaf1lxq/production/1f2db5ed112d3a7b8e175ebae943009f633d93a0-1434x960.jpg?w=600,https://cdn.sanity.io/images/moaf1lxq/production/3f8f3ee8e1fbe451ca5e404e49417dc49ce75fa9-1241x960.jpg?w=600	new	in_stock	2390.00 THB	Lanna Bloom	no	mixed-soft-romance	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
173cbb3d-e892-4db2-95a5-15127d35cbcc_fixed_sunny-happiness-mix-size	🌼 Sunny Happiness Mix — Standard (approx. 8–12 stems)	A bright and cheerful mixed bouquet full of sunshine and positive energy. This bouquet brings joy, warmth, and smiles from the first look. — Sunflowers, yellow roses, chrysanthemums, solidago Price includes VAT.	https://lannabloom.shop/en/catalog/sunny-happiness-mix	https://cdn.sanity.io/images/moaf1lxq/production/80bb7918f3a0dc613303175c4208c966365cd5c6-1024x1536.webp?w=600	https://cdn.sanity.io/images/moaf1lxq/production/35b4c5bdfcc96257e9b18c1d386ef1e21556b308-1024x1536.webp?w=600	new	in_stock	2399.00 THB	Lanna Bloom	no	sunny-happiness-mix	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
173cbb3d-e892-4db2-95a5-15127d35cbcc_fixed_Large	🌼 Sunny Happiness Mix — Large (approx. 14–18 stems)	A bright and cheerful mixed bouquet full of sunshine and positive energy. This bouquet brings joy, warmth, and smiles from the first look. — Sunflowers, yellow roses, chrysanthemums, solidago Price includes VAT.	https://lannabloom.shop/en/catalog/sunny-happiness-mix	https://cdn.sanity.io/images/moaf1lxq/production/80bb7918f3a0dc613303175c4208c966365cd5c6-1024x1536.webp?w=600	https://cdn.sanity.io/images/moaf1lxq/production/35b4c5bdfcc96257e9b18c1d386ef1e21556b308-1024x1536.webp?w=600	new	in_stock	3500.00 THB	Lanna Bloom	no	sunny-happiness-mix	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
fa7c7111-fad3-47d1-8864-10fd6954cf42_legacy_s	🌼White Lilies Bouquet — 5 Stems	An elegant bouquet of fresh white lilies with a soft and graceful look. Carefully arranged to highlight the natural beauty of each flower. Ideal for congratulations, housewarmings, or meaningful occasions. — White Lilies, Brown Sugar Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/white-lilies	https://cdn.sanity.io/images/moaf1lxq/production/9282e4cf75b5ad76964f4a182d20c5d69adcb737-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/6a5975d0ddbf51aae0b1814edd6b2ef422e4026e-1024x1536.png?w=600	new	in_stock	1390.00 THB	Lanna Bloom	no	white-lilies	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
fa7c7111-fad3-47d1-8864-10fd6954cf42_legacy_m	🌼White Lilies Bouquet — 7 Stems	An elegant bouquet of fresh white lilies with a soft and graceful look. Carefully arranged to highlight the natural beauty of each flower. Ideal for congratulations, housewarmings, or meaningful occasions. — White Lilies, Brown Sugar Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/white-lilies	https://cdn.sanity.io/images/moaf1lxq/production/9282e4cf75b5ad76964f4a182d20c5d69adcb737-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/6a5975d0ddbf51aae0b1814edd6b2ef422e4026e-1024x1536.png?w=600	new	in_stock	1990.00 THB	Lanna Bloom	no	white-lilies	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
fa7c7111-fad3-47d1-8864-10fd6954cf42_legacy_l	🌼White Lilies Bouquet — 11 Stems	An elegant bouquet of fresh white lilies with a soft and graceful look. Carefully arranged to highlight the natural beauty of each flower. Ideal for congratulations, housewarmings, or meaningful occasions. — White Lilies, Brown Sugar Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/white-lilies	https://cdn.sanity.io/images/moaf1lxq/production/9282e4cf75b5ad76964f4a182d20c5d69adcb737-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/6a5975d0ddbf51aae0b1814edd6b2ef422e4026e-1024x1536.png?w=600	new	in_stock	2790.00 THB	Lanna Bloom	no	white-lilies	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
fa7c7111-fad3-47d1-8864-10fd6954cf42_legacy_xl	🌼White Lilies Bouquet — 15 Stems	An elegant bouquet of fresh white lilies with a soft and graceful look. Carefully arranged to highlight the natural beauty of each flower. Ideal for congratulations, housewarmings, or meaningful occasions. — White Lilies, Brown Sugar Wrapping Price includes VAT.	https://lannabloom.shop/en/catalog/white-lilies	https://cdn.sanity.io/images/moaf1lxq/production/9282e4cf75b5ad76964f4a182d20c5d69adcb737-1024x1536.png?w=600	https://cdn.sanity.io/images/moaf1lxq/production/6a5975d0ddbf51aae0b1814edd6b2ef422e4026e-1024x1536.png?w=600	new	in_stock	3990.00 THB	Lanna Bloom	no	white-lilies	Home & Garden > Plants > Flowers	TH:TH-50:Standard:350.00 THB
